,dep_delay,arr_delay,difference
2268,29.0,34.0,-5.0
2269,13.0,55.0,-42.0
2277,1.0,-10.0,11.0
2279,90.0,71.0,19.0
2282,27.0,10.0,17.0
2288,1.0,15.0,-14.0
2289,14.0,1.0,13.0
2292,6.0,-6.0,12.0
2293,16.0,10.0,6.0
2295,8.0,-4.0,12.0
2298,44.0,33.0,11.0
2300,26.0,4.0,22.0
2301,21.0,20.0,1.0
2302,59.0,48.0,11.0
2305,20.0,10.0,10.0
2307,8.0,-1.0,9.0
2310,2.0,-5.0,7.0
2312,2.0,-7.0,9.0
2313,14.0,0.0,14.0
2318,9.0,5.0,4.0
2320,31.0,45.0,-14.0
2327,54.0,42.0,12.0
2328,40.0,77.0,-37.0
2330,34.0,37.0,-3.0
2332,2.0,8.0,-6.0
2333,1.0,-11.0,12.0
2340,2.0,-15.0,17.0
2348,2.0,-2.0,4.0
2350,1.0,23.0,-22.0
2351,7.0,-29.0,36.0
2354,25.0,-4.0,29.0
2355,2.0,8.0,-6.0
2363,6.0,-18.0,24.0
2365,25.0,4.0,21.0
2367,24.0,28.0,-4.0
2368,20.0,1.0,19.0
2369,1.0,-6.0,7.0
2373,39.0,23.0,16.0
2377,4.0,-5.0,9.0
2378,6.0,12.0,-6.0
2379,26.0,30.0,-4.0
2382,69.0,55.0,14.0
2385,63.0,59.0,4.0
2387,3.0,-9.0,12.0
2390,24.0,8.0,16.0
2395,105.0,94.0,11.0
2396,79.0,68.0,11.0
2398,51.0,59.0,-8.0
2399,17.0,77.0,-60.0
2400,24.0,18.0,6.0
2401,12.0,19.0,-7.0
2402,26.0,30.0,-4.0
2403,14.0,25.0,-11.0
2404,14.0,-20.0,34.0
2406,72.0,78.0,-6.0
2407,15.0,-5.0,20.0
2410,25.0,13.0,12.0
2411,6.0,11.0,-5.0
2414,97.0,89.0,8.0
2415,92.0,127.0,-35.0
2416,39.0,35.0,4.0
2419,165.0,147.0,18.0
2423,1.0,5.0,-4.0
2424,69.0,52.0,17.0
2426,35.0,7.0,28.0
2427,16.0,21.0,-5.0
2428,45.0,15.0,30.0
2430,2.0,-24.0,26.0
2434,1.0,-7.0,8.0
2437,1.0,9.0,-8.0
2438,3.0,-1.0,4.0
2440,5.0,1.0,4.0
2443,7.0,11.0,-4.0
2444,1.0,7.0,-6.0
2449,215.0,203.0,12.0
2452,12.0,3.0,9.0
2454,5.0,-32.0,37.0
2458,17.0,-6.0,23.0
2459,2.0,-31.0,33.0
2464,5.0,2.0,3.0
2466,2.0,-11.0,13.0
2468,23.0,13.0,10.0
2473,28.0,5.0,23.0
2474,4.0,-4.0,8.0
2480,67.0,142.0,-75.0
2481,54.0,57.0,-3.0
2482,22.0,71.0,-49.0
2487,70.0,53.0,17.0
2497,3.0,0.0,3.0
2500,49.0,67.0,-18.0
2502,3.0,-11.0,14.0
2503,102.0,93.0,9.0
2506,56.0,46.0,10.0
2511,78.0,71.0,7.0
2513,8.0,6.0,2.0
2514,115.0,104.0,11.0
2516,130.0,114.0,16.0
2517,108.0,82.0,26.0
2520,40.0,25.0,15.0
2523,56.0,37.0,19.0
2524,23.0,19.0,4.0
2527,112.0,115.0,-3.0
2528,5.0,-18.0,23.0
2530,9.0,-12.0,21.0
2531,61.0,34.0,27.0
2541,8.0,2.0,6.0
2542,11.0,-12.0,23.0
2546,1.0,-8.0,9.0
2550,295.0,309.0,-14.0
2553,177.0,140.0,37.0
2558,25.0,14.0,11.0
2559,46.0,60.0,-14.0
2560,31.0,17.0,14.0
2561,70.0,82.0,-12.0
2564,11.0,-8.0,19.0
2565,118.0,87.0,31.0
2566,18.0,22.0,-4.0
2567,5.0,17.0,-12.0
2585,2.0,-14.0,16.0
2586,12.0,6.0,6.0
2588,9.0,-8.0,17.0
2589,43.0,28.0,15.0
2593,19.0,2.0,17.0
2594,4.0,-13.0,17.0
2598,50.0,40.0,10.0
2600,6.0,-1.0,7.0
2601,88.0,83.0,5.0
2602,36.0,39.0,-3.0
2603,14.0,0.0,14.0
2604,10.0,14.0,-4.0
2605,3.0,-10.0,13.0
2609,2.0,4.0,-2.0
2613,26.0,35.0,-9.0
2614,7.0,13.0,-6.0
2616,33.0,14.0,19.0
2619,24.0,13.0,11.0
2620,12.0,-1.0,13.0
2621,3.0,10.0,-7.0
2625,11.0,28.0,-17.0
2630,8.0,45.0,-37.0
2638,14.0,13.0,1.0
2640,27.0,52.0,-25.0
2642,4.0,-14.0,18.0
2643,8.0,38.0,-30.0
2645,9.0,53.0,-44.0
2646,4.0,3.0,1.0
2649,1.0,4.0,-3.0
2651,1.0,-5.0,6.0
2653,2.0,-6.0,8.0
2657,30.0,27.0,3.0
2670,20.0,27.0,-7.0
2686,145.0,129.0,16.0
2687,17.0,4.0,13.0
2688,16.0,-6.0,22.0
2692,2.0,-26.0,28.0
2700,6.0,-5.0,11.0
2705,50.0,29.0,21.0
2706,11.0,0.0,11.0
2707,2.0,-7.0,9.0
2717,22.0,-7.0,29.0
2718,3.0,-13.0,16.0
2727,50.0,17.0,33.0
2730,1.0,-8.0,9.0
2732,3.0,-3.0,6.0
2733,13.0,-20.0,33.0
2744,16.0,-8.0,24.0
2746,1.0,-3.0,4.0
2770,62.0,50.0,12.0
2774,17.0,-11.0,28.0
2779,33.0,66.0,-33.0
2780,31.0,44.0,-13.0
2782,7.0,-4.0,11.0
2783,1.0,-19.0,20.0
2784,5.0,55.0,-50.0
2787,218.0,178.0,40.0
2792,1.0,1.0,0.0
2795,30.0,-2.0,32.0
2797,1.0,9.0,-8.0
2798,22.0,35.0,-13.0
2799,31.0,59.0,-28.0
2806,23.0,23.0,0.0
2814,13.0,2.0,11.0
2824,8.0,12.0,-4.0
2825,26.0,9.0,17.0
2826,20.0,6.0,14.0
2827,13.0,12.0,1.0
2829,68.0,69.0,-1.0
2831,19.0,15.0,4.0
2833,28.0,23.0,5.0
2835,74.0,68.0,6.0
2836,5.0,-2.0,7.0
2837,76.0,72.0,4.0
2839,17.0,19.0,-2.0
2840,43.0,44.0,-1.0
2841,23.0,32.0,-9.0
2845,195.0,204.0,-9.0
2846,20.0,20.0,0.0
2852,8.0,21.0,-13.0
2858,16.0,-2.0,18.0
2861,44.0,47.0,-3.0
2883,38.0,42.0,-4.0
2889,4.0,6.0,-2.0
2891,56.0,61.0,-5.0
2893,16.0,39.0,-23.0
2894,31.0,39.0,-8.0
2899,64.0,62.0,2.0
2901,40.0,46.0,-6.0
2905,195.0,191.0,4.0
2907,26.0,15.0,11.0
2912,40.0,35.0,5.0
2913,67.0,56.0,11.0
2914,9.0,27.0,-18.0
2915,8.0,39.0,-31.0
2916,2.0,-3.0,5.0
2917,18.0,6.0,12.0
2919,3.0,17.0,-14.0
2923,9.0,7.0,2.0
2931,4.0,-14.0,18.0
2933,31.0,18.0,13.0
2934,5.0,1.0,4.0
2935,4.0,1.0,3.0
2937,4.0,-16.0,20.0
2942,8.0,1.0,7.0
2944,6.0,-4.0,10.0
2949,5.0,9.0,-4.0
2951,18.0,-6.0,24.0
2954,9.0,-4.0,13.0
2957,7.0,16.0,-9.0
2961,58.0,39.0,19.0
2962,6.0,6.0,0.0
2963,9.0,-12.0,21.0
2964,13.0,-15.0,28.0
2970,7.0,-31.0,38.0
2973,74.0,65.0,9.0
2976,26.0,-21.0,47.0
2984,44.0,35.0,9.0
2992,17.0,16.0,1.0
2995,59.0,50.0,9.0
2998,9.0,13.0,-4.0
2999,15.0,-10.0,25.0
3001,8.0,10.0,-2.0
3003,16.0,27.0,-11.0
3005,11.0,-6.0,17.0
3006,4.0,-1.0,5.0
3012,12.0,0.0,12.0
3025,47.0,34.0,13.0
3027,12.0,-6.0,18.0
3028,172.0,179.0,-7.0
3039,20.0,11.0,9.0
3059,21.0,-1.0,22.0
3063,4.0,-13.0,17.0
3065,4.0,-28.0,32.0
3066,40.0,70.0,-30.0
3067,13.0,8.0,5.0
3076,24.0,3.0,21.0
3078,5.0,-4.0,9.0
3082,8.0,-18.0,26.0
3084,10.0,2.0,8.0
3085,17.0,-4.0,21.0
3086,29.0,18.0,11.0
3087,5.0,-4.0,9.0
3089,39.0,31.0,8.0
3090,51.0,48.0,3.0
3091,13.0,12.0,1.0
3092,8.0,17.0,-9.0
3093,1.0,9.0,-8.0
3096,23.0,20.0,3.0
3098,21.0,12.0,9.0
3100,62.0,41.0,21.0
3101,182.0,168.0,14.0
3105,8.0,-12.0,20.0
3110,10.0,8.0,2.0
3111,7.0,10.0,-3.0
3114,31.0,5.0,26.0
3115,46.0,35.0,11.0
3119,34.0,26.0,8.0
3120,2.0,11.0,-9.0
3123,181.0,171.0,10.0
3124,94.0,81.0,13.0
3139,20.0,37.0,-17.0
3145,36.0,22.0,14.0
3146,33.0,28.0,5.0
3148,17.0,18.0,-1.0
3151,3.0,15.0,-12.0
3158,84.0,50.0,34.0
3159,3.0,-5.0,8.0
3165,130.0,125.0,5.0
3166,156.0,166.0,-10.0
3172,7.0,12.0,-5.0
3175,44.0,42.0,2.0
3176,32.0,35.0,-3.0
3182,9.0,-6.0,15.0
3183,1.0,-8.0,9.0
3185,159.0,216.0,-57.0
3186,154.0,152.0,2.0
3191,199.0,221.0,-22.0
3192,163.0,169.0,-6.0
3193,22.0,11.0,11.0
3194,199.0,220.0,-21.0
3195,5.0,10.0,-5.0
3196,153.0,179.0,-26.0
3197,176.0,170.0,6.0
3198,183.0,196.0,-13.0
3199,160.0,156.0,4.0
3200,88.0,66.0,22.0
3201,172.0,219.0,-47.0
3204,173.0,163.0,10.0
3205,196.0,176.0,20.0
3206,181.0,199.0,-18.0
3207,197.0,222.0,-25.0
3208,163.0,148.0,15.0
3209,140.0,177.0,-37.0
3210,241.0,234.0,7.0
3211,70.0,76.0,-6.0
3213,37.0,6.0,31.0
3215,107.0,114.0,-7.0
3216,247.0,221.0,26.0
3220,11.0,5.0,6.0
3221,162.0,201.0,-39.0
3222,3.0,-12.0,15.0
3227,58.0,111.0,-53.0
3228,137.0,160.0,-23.0
3229,57.0,43.0,14.0
3230,234.0,222.0,12.0
3231,261.0,262.0,-1.0
3232,5.0,-27.0,32.0
3233,118.0,111.0,7.0
3234,107.0,162.0,-55.0
3237,255.0,252.0,3.0
3238,2.0,48.0,-46.0
3243,49.0,59.0,-10.0
3246,333.0,314.0,19.0
3247,371.0,341.0,30.0
3250,50.0,97.0,-47.0
3251,251.0,368.0,-117.0
3255,114.0,107.0,7.0
3256,198.0,178.0,20.0
3257,37.0,57.0,-20.0
3258,5.0,-5.0,10.0
3263,151.0,209.0,-58.0
3264,43.0,60.0,-17.0
3265,68.0,41.0,27.0
3268,50.0,50.0,0.0
3271,11.0,8.0,3.0
3273,9.0,-32.0,41.0
3275,107.0,89.0,18.0
3277,51.0,43.0,8.0
3278,30.0,15.0,15.0
3282,88.0,57.0,31.0
3283,42.0,11.0,31.0
3284,5.0,-16.0,21.0
3288,5.0,7.0,-2.0
3290,1.0,-9.0,10.0
3295,29.0,21.0,8.0
3296,84.0,81.0,3.0
3297,59.0,35.0,24.0
3301,46.0,-2.0,48.0
3308,18.0,-7.0,25.0
3318,2.0,-1.0,3.0
3322,4.0,7.0,-3.0
3324,5.0,-6.0,11.0
3325,40.0,66.0,-26.0
3326,4.0,-20.0,24.0
3327,2.0,22.0,-20.0
3328,5.0,8.0,-3.0
3329,12.0,9.0,3.0
3331,1.0,-6.0,7.0
3332,7.0,21.0,-14.0
3339,3.0,1.0,2.0
3342,53.0,38.0,15.0
3347,44.0,44.0,0.0
3356,10.0,-9.0,19.0
3359,32.0,11.0,21.0
3366,16.0,7.0,9.0
3367,9.0,4.0,5.0
3369,107.0,108.0,-1.0
3370,111.0,99.0,12.0
3373,36.0,46.0,-10.0
3375,38.0,49.0,-11.0
3377,71.0,92.0,-21.0
3380,35.0,27.0,8.0
3382,9.0,-7.0,16.0
3384,13.0,-20.0,33.0
3386,26.0,50.0,-24.0
3388,32.0,51.0,-19.0
3393,2.0,3.0,-1.0
3400,3.0,15.0,-12.0
3401,5.0,2.0,3.0
3402,6.0,-4.0,10.0
3403,4.0,-5.0,9.0
3404,1.0,-13.0,14.0
3406,13.0,30.0,-17.0
3411,6.0,2.0,4.0
3412,120.0,114.0,6.0
3418,2.0,-42.0,44.0
3419,1.0,-30.0,31.0
3423,41.0,36.0,5.0
3426,33.0,28.0,5.0
3427,9.0,-4.0,13.0
3435,13.0,-37.0,50.0
3438,19.0,-19.0,38.0
3442,2.0,-21.0,23.0
3446,11.0,-6.0,17.0
3452,28.0,12.0,16.0
3453,24.0,17.0,7.0
3454,22.0,-2.0,24.0
3460,2.0,-10.0,12.0
3462,3.0,16.0,-13.0
3463,1.0,-6.0,7.0
3473,48.0,18.0,30.0
3474,1.0,-31.0,32.0
3476,5.0,8.0,-3.0
3478,58.0,15.0,43.0
3479,21.0,9.0,12.0
3480,24.0,10.0,14.0
3494,31.0,24.0,7.0
3495,36.0,20.0,16.0
3496,8.0,6.0,2.0
3502,25.0,15.0,10.0
3503,21.0,9.0,12.0
3508,45.0,47.0,-2.0
3509,1.0,-2.0,3.0
3519,14.0,-4.0,18.0
3520,6.0,-1.0,7.0
3522,14.0,7.0,7.0
3533,8.0,-33.0,41.0
3535,8.0,-19.0,27.0
3544,3.0,-5.0,8.0
3546,7.0,-32.0,39.0
3548,16.0,4.0,12.0
3549,1.0,6.0,-5.0
3558,16.0,17.0,-1.0
3559,20.0,9.0,11.0
3560,12.0,-5.0,17.0
3562,8.0,4.0,4.0
3563,2.0,9.0,-7.0
3564,1.0,-15.0,16.0
3567,21.0,29.0,-8.0
3571,6.0,1.0,5.0
3573,19.0,15.0,4.0
3592,22.0,14.0,8.0
3593,2.0,-4.0,6.0
3598,33.0,20.0,13.0
3610,4.0,-7.0,11.0
3612,16.0,10.0,6.0
3618,5.0,19.0,-14.0
3622,23.0,34.0,-11.0
3624,180.0,177.0,3.0
3625,3.0,-1.0,4.0
3631,1.0,9.0,-8.0
3634,13.0,6.0,7.0
3635,1.0,8.0,-7.0
3636,4.0,-7.0,11.0
3637,16.0,-6.0,22.0
3664,88.0,63.0,25.0
3666,8.0,-4.0,12.0
3681,33.0,36.0,-3.0
3688,24.0,9.0,15.0
3701,114.0,127.0,-13.0
3723,23.0,18.0,5.0
3725,18.0,6.0,12.0
3726,59.0,32.0,27.0
3732,17.0,11.0,6.0
3737,1.0,-22.0,23.0
3742,285.0,282.0,3.0
3749,4.0,-10.0,14.0
3756,36.0,20.0,16.0
3757,21.0,20.0,1.0
3759,16.0,4.0,12.0
3761,6.0,3.0,3.0
3764,13.0,-14.0,27.0
3765,2.0,-7.0,9.0
3772,1.0,-18.0,19.0
3773,23.0,14.0,9.0
3774,9.0,-14.0,23.0
3779,183.0,170.0,13.0
3780,184.0,184.0,0.0
3783,129.0,143.0,-14.0
3789,1.0,-25.0,26.0
3792,18.0,11.0,7.0
3795,37.0,48.0,-11.0
3817,5.0,-6.0,11.0
3819,113.0,96.0,17.0
3822,21.0,0.0,21.0
3834,2.0,-1.0,3.0
3839,6.0,-2.0,8.0
3842,1.0,-15.0,16.0
3844,46.0,32.0,14.0
3848,23.0,28.0,-5.0
3850,4.0,6.0,-2.0
3851,46.0,28.0,18.0
3856,4.0,4.0,0.0
3871,14.0,6.0,8.0
3878,9.0,4.0,5.0
3881,37.0,44.0,-7.0
3882,1.0,-5.0,6.0
3885,2.0,-15.0,17.0
3886,6.0,-10.0,16.0
3887,1.0,-13.0,14.0
3893,1.0,-7.0,8.0
3894,2.0,-8.0,10.0
3897,1.0,-8.0,9.0
3898,4.0,-2.0,6.0
3902,9.0,-13.0,22.0
3905,5.0,9.0,-4.0
3906,29.0,23.0,6.0
3912,41.0,78.0,-37.0
3914,32.0,39.0,-7.0
3915,1.0,-16.0,17.0
3918,13.0,18.0,-5.0
3926,136.0,163.0,-27.0
3930,36.0,34.0,2.0
3931,19.0,62.0,-43.0
3937,31.0,34.0,-3.0
3943,6.0,-1.0,7.0
3949,4.0,-3.0,7.0
3954,66.0,55.0,11.0
3957,76.0,63.0,13.0
3958,58.0,51.0,7.0
3963,48.0,47.0,1.0
3964,46.0,32.0,14.0
3969,24.0,17.0,7.0
3974,6.0,52.0,-46.0
3977,48.0,48.0,0.0
3980,109.0,114.0,-5.0
3982,94.0,115.0,-21.0
3983,103.0,94.0,9.0
3984,81.0,86.0,-5.0
3985,55.0,53.0,2.0
3993,71.0,70.0,1.0
3994,46.0,34.0,12.0
4002,1.0,4.0,-3.0
4004,20.0,0.0,20.0
4009,37.0,21.0,16.0
4018,21.0,7.0,14.0
4019,11.0,5.0,6.0
4020,9.0,12.0,-3.0
4021,10.0,0.0,10.0
4023,5.0,11.0,-6.0
4024,12.0,2.0,10.0
4033,13.0,-9.0,22.0
4058,155.0,128.0,27.0
4061,3.0,-5.0,8.0
4070,53.0,47.0,6.0
4075,1.0,25.0,-24.0
4076,4.0,26.0,-22.0
4078,8.0,4.0,4.0
4080,2.0,-11.0,13.0
4081,42.0,33.0,9.0
4082,26.0,26.0,0.0
4083,10.0,6.0,4.0
4084,5.0,-15.0,20.0
4096,6.0,24.0,-18.0
4105,88.0,90.0,-2.0
4106,10.0,9.0,1.0
4107,1.0,-5.0,6.0
4109,2.0,-3.0,5.0
4110,46.0,37.0,9.0
4114,32.0,40.0,-8.0
4115,65.0,47.0,18.0
4118,43.0,49.0,-6.0
4119,42.0,23.0,19.0
4134,11.0,16.0,-5.0
4145,8.0,-6.0,14.0
4146,3.0,-6.0,9.0
4153,13.0,-5.0,18.0
4161,156.0,154.0,2.0
4162,86.0,77.0,9.0
4163,29.0,11.0,18.0
4164,20.0,11.0,9.0
4165,51.0,42.0,9.0
4166,78.0,75.0,3.0
4167,69.0,62.0,7.0
4168,36.0,23.0,13.0
4170,7.0,-34.0,41.0
4175,18.0,9.0,9.0
4176,49.0,34.0,15.0
4177,23.0,14.0,9.0
4181,53.0,38.0,15.0
4186,26.0,11.0,15.0
4188,26.0,21.0,5.0
4190,3.0,-9.0,12.0
4193,2.0,-7.0,9.0
4194,10.0,7.0,3.0
4195,5.0,22.0,-17.0
4199,10.0,3.0,7.0
4200,10.0,1.0,9.0
4201,60.0,34.0,26.0
4202,6.0,-8.0,14.0
4203,98.0,69.0,29.0
4206,30.0,48.0,-18.0
4207,2.0,-2.0,4.0
4208,69.0,40.0,29.0
4211,81.0,83.0,-2.0
4212,17.0,8.0,9.0
4217,80.0,73.0,7.0
4218,53.0,34.0,19.0
4222,2.0,-5.0,7.0
4224,1.0,-11.0,12.0
4225,4.0,-2.0,6.0
4226,30.0,1.0,29.0
4239,2.0,4.0,-2.0
4247,73.0,50.0,23.0
4248,2.0,12.0,-10.0
4249,38.0,21.0,17.0
4251,2.0,-11.0,13.0
4259,7.0,-11.0,18.0
4285,18.0,1.0,17.0
4295,7.0,-2.0,9.0
4296,5.0,-9.0,14.0
4298,5.0,0.0,5.0
4300,8.0,0.0,8.0
4301,12.0,9.0,3.0
4307,5.0,6.0,-1.0
4308,7.0,-7.0,14.0
4309,45.0,40.0,5.0
4310,25.0,7.0,18.0
4313,13.0,-7.0,20.0
4314,17.0,22.0,-5.0
4323,2.0,-5.0,7.0
4327,3.0,-5.0,8.0
4336,81.0,70.0,11.0
4337,34.0,33.0,1.0
4357,2.0,2.0,0.0
4363,147.0,136.0,11.0
4364,35.0,0.0,35.0
4370,28.0,37.0,-9.0
4371,39.0,101.0,-62.0
4380,8.0,-23.0,31.0
4383,19.0,17.0,2.0
4385,121.0,95.0,26.0
4389,48.0,50.0,-2.0
4390,46.0,36.0,10.0
4393,116.0,121.0,-5.0
4394,112.0,122.0,-10.0
4397,8.0,12.0,-4.0
4410,63.0,62.0,1.0
4411,71.0,65.0,6.0
4414,98.0,99.0,-1.0
4417,8.0,1.0,7.0
4419,14.0,-22.0,36.0
4424,17.0,-25.0,42.0
4426,11.0,0.0,11.0
4433,13.0,15.0,-2.0
4434,2.0,2.0,0.0
4436,5.0,8.0,-3.0
4439,22.0,16.0,6.0
4441,15.0,13.0,2.0
4448,35.0,43.0,-8.0
4449,30.0,6.0,24.0
4458,17.0,-4.0,21.0
4466,2.0,0.0,2.0
4467,50.0,41.0,9.0
4472,58.0,53.0,5.0
4483,5.0,-3.0,8.0
4484,90.0,69.0,21.0
4487,1.0,-8.0,9.0
4492,8.0,-10.0,18.0
4499,21.0,16.0,5.0
4502,5.0,-10.0,15.0
4512,21.0,22.0,-1.0
4523,79.0,48.0,31.0
4524,20.0,-1.0,21.0
4533,5.0,16.0,-11.0
4547,19.0,-10.0,29.0
4568,30.0,37.0,-7.0
4570,37.0,-14.0,51.0
4584,3.0,-16.0,19.0
4586,25.0,-16.0,41.0
4588,12.0,27.0,-15.0
4592,15.0,10.0,5.0
4593,9.0,-12.0,21.0
4613,10.0,2.0,8.0
4623,13.0,95.0,-82.0
4627,2.0,-18.0,20.0
4629,125.0,164.0,-39.0
4640,106.0,113.0,-7.0
4641,118.0,105.0,13.0
4650,93.0,87.0,6.0
4660,3.0,-10.0,13.0
4663,10.0,-1.0,11.0
4681,1.0,-5.0,6.0
4685,14.0,0.0,14.0
4690,3.0,-3.0,6.0
4698,4.0,-20.0,24.0
4701,4.0,-16.0,20.0
4702,25.0,-1.0,26.0
4703,75.0,59.0,16.0
4704,7.0,62.0,-55.0
4706,49.0,26.0,23.0
4707,21.0,2.0,19.0
4710,57.0,38.0,19.0
4711,36.0,17.0,19.0
4713,3.0,-12.0,15.0
4714,10.0,32.0,-22.0
4724,37.0,46.0,-9.0
4725,40.0,19.0,21.0
4727,27.0,13.0,14.0
4731,363.0,353.0,10.0
4737,2.0,-14.0,16.0
4742,8.0,-8.0,16.0
4751,12.0,3.0,9.0
4756,29.0,17.0,12.0
4767,9.0,18.0,-9.0
4794,25.0,7.0,18.0
4800,2.0,2.0,0.0
4803,14.0,-7.0,21.0
4804,6.0,-9.0,15.0
4805,10.0,-10.0,20.0
4811,16.0,-11.0,27.0
4826,21.0,22.0,-1.0
4832,1.0,-3.0,4.0
4836,32.0,39.0,-7.0
4845,3.0,-21.0,24.0
4846,22.0,2.0,20.0
4848,10.0,8.0,2.0
4850,1.0,-10.0,11.0
4851,6.0,-1.0,7.0
4855,2.0,-22.0,24.0
4863,1.0,-6.0,7.0
4875,5.0,-8.0,13.0
4876,4.0,-9.0,13.0
4877,3.0,-5.0,8.0
4878,9.0,-9.0,18.0
4880,1.0,-2.0,3.0
4881,13.0,-7.0,20.0
4882,10.0,-9.0,19.0
4883,30.0,23.0,7.0
4884,9.0,23.0,-14.0
4895,7.0,-3.0,10.0
4896,2.0,-18.0,20.0
4900,1.0,-17.0,18.0
4902,17.0,8.0,9.0
4904,117.0,100.0,17.0
4906,8.0,0.0,8.0
4907,3.0,-4.0,7.0
4925,31.0,24.0,7.0
4930,56.0,46.0,10.0
4939,126.0,118.0,8.0
4965,2.0,-7.0,9.0
4974,124.0,123.0,1.0
4975,10.0,6.0,4.0
4980,15.0,0.0,15.0
4989,60.0,42.0,18.0
5014,19.0,18.0,1.0
5019,1.0,-3.0,4.0
5021,2.0,-6.0,8.0
5024,8.0,-2.0,10.0
5028,22.0,10.0,12.0
5034,8.0,16.0,-8.0
5040,7.0,-6.0,13.0
5044,1.0,-9.0,10.0
5046,18.0,-6.0,24.0
5047,1.0,-15.0,16.0
5052,6.0,-1.0,7.0
5054,2.0,-6.0,8.0
5056,48.0,44.0,4.0
5057,136.0,128.0,8.0
5058,3.0,-3.0,6.0
5068,1.0,-18.0,19.0
5073,4.0,2.0,2.0
5074,12.0,6.0,6.0
5075,5.0,15.0,-10.0
5076,39.0,51.0,-12.0
5078,4.0,-2.0,6.0
5096,31.0,41.0,-10.0
5110,3.0,-8.0,11.0
5111,3.0,-6.0,9.0
5119,12.0,12.0,0.0
5125,21.0,23.0,-2.0
5126,1.0,-23.0,24.0
5129,2.0,-1.0,3.0
5132,22.0,9.0,13.0
5135,26.0,27.0,-1.0
5140,20.0,22.0,-2.0
5143,21.0,16.0,5.0
5144,6.0,1.0,5.0
5145,9.0,-3.0,12.0
5146,8.0,3.0,5.0
5150,38.0,43.0,-5.0
5172,54.0,36.0,18.0
5182,5.0,-7.0,12.0
5208,28.0,7.0,21.0
5212,47.0,33.0,14.0
5220,51.0,42.0,9.0
5222,165.0,140.0,25.0
5245,32.0,21.0,11.0
5247,25.0,9.0,16.0
5249,5.0,14.0,-9.0
5265,156.0,141.0,15.0
5268,13.0,-16.0,29.0
5272,34.0,14.0,20.0
5275,5.0,9.0,-4.0
5282,9.0,0.0,9.0
5283,14.0,12.0,2.0
5286,16.0,5.0,11.0
5290,36.0,8.0,28.0
5293,2.0,-18.0,20.0
5311,47.0,14.0,33.0
5312,8.0,-14.0,22.0
5321,141.0,119.0,22.0
5331,10.0,-7.0,17.0
5333,259.0,266.0,-7.0
5340,1.0,-7.0,8.0
5353,11.0,6.0,5.0
5358,14.0,-7.0,21.0
5359,6.0,16.0,-10.0
5360,27.0,27.0,0.0
5368,9.0,-2.0,11.0
5375,24.0,4.0,20.0
5376,4.0,-15.0,19.0
5383,30.0,21.0,9.0
5393,123.0,114.0,9.0
5403,6.0,0.0,6.0
5410,4.0,-17.0,21.0
5441,32.0,26.0,6.0
5442,20.0,8.0,12.0
5451,6.0,-26.0,32.0
5464,2.0,15.0,-13.0
5467,10.0,20.0,-10.0
5470,14.0,12.0,2.0
5477,4.0,13.0,-9.0
5482,5.0,-3.0,8.0
5484,10.0,14.0,-4.0
5485,25.0,35.0,-10.0
5490,22.0,17.0,5.0
5497,2.0,-17.0,19.0
5502,73.0,66.0,7.0
5507,40.0,14.0,26.0
5525,7.0,-16.0,23.0
5527,28.0,8.0,20.0
5536,57.0,53.0,4.0
5543,6.0,2.0,4.0
5546,34.0,23.0,11.0
5549,33.0,26.0,7.0
5553,6.0,-19.0,25.0
5560,27.0,3.0,24.0
5561,7.0,-6.0,13.0
5568,10.0,-4.0,14.0
5569,31.0,16.0,15.0
5570,68.0,83.0,-15.0
5572,11.0,10.0,1.0
5574,17.0,15.0,2.0
5576,44.0,47.0,-3.0
5583,52.0,38.0,14.0
5595,42.0,31.0,11.0
5597,75.0,69.0,6.0
5601,26.0,18.0,8.0
5610,28.0,23.0,5.0
5611,31.0,15.0,16.0
5616,4.0,15.0,-11.0
5626,30.0,0.0,30.0
5636,1.0,-24.0,25.0
5638,1.0,-34.0,35.0
5645,3.0,-5.0,8.0
5652,4.0,-10.0,14.0
5655,16.0,3.0,13.0
5656,3.0,13.0,-10.0
5658,3.0,0.0,3.0
5664,71.0,103.0,-32.0
5665,15.0,10.0,5.0
5668,140.0,118.0,22.0
5669,29.0,116.0,-87.0
5671,2.0,-14.0,16.0
5674,3.0,2.0,1.0
5675,3.0,0.0,3.0
5677,11.0,27.0,-16.0
5678,16.0,38.0,-22.0
5679,28.0,53.0,-25.0
5695,9.0,0.0,9.0
5701,3.0,18.0,-15.0
5739,19.0,9.0,10.0
5743,7.0,-7.0,14.0
5754,2.0,-13.0,15.0
5757,8.0,19.0,-11.0
5766,26.0,8.0,18.0
5767,3.0,-13.0,16.0
5770,8.0,2.0,6.0
5780,40.0,88.0,-48.0
5785,13.0,10.0,3.0
5786,6.0,-1.0,7.0
5787,41.0,55.0,-14.0
5788,43.0,53.0,-10.0
5789,11.0,-6.0,17.0
5790,64.0,68.0,-4.0
5791,30.0,60.0,-30.0
5794,8.0,1.0,7.0
5796,11.0,3.0,8.0
5805,19.0,40.0,-21.0
5808,17.0,-9.0,26.0
5810,2.0,16.0,-14.0
5815,1.0,6.0,-5.0
5816,28.0,23.0,5.0
5819,21.0,34.0,-13.0
5820,28.0,39.0,-11.0
5823,1.0,2.0,-1.0
5824,24.0,-2.0,26.0
5827,12.0,-11.0,23.0
