,crs_dep_time,taxi_out,crs_arr_time,taxi_in
897,2316,32.0,744,71.0
898,1130,22.0,1515,18.0
899,1615,11.0,2317,5.0
900,1848,18.0,2242,11.0
901,2342,13.0,640,6.0
902,1525,18.0,2239,23.0
903,1730,26.0,2128,11.0
904,1005,19.0,1422,5.0
905,2230,31.0,609,10.0
906,935,34.0,1245,11.0
907,1848,14.0,2156,7.0
908,955,16.0,1753,5.0
909,805,13.0,1102,9.0
910,1455,19.0,2248,8.0
911,1541,14.0,1838,10.0
912,700,20.0,832,11.0
913,1150,19.0,1810,6.0
914,1858,36.0,2148,6.0
915,2228,33.0,633,5.0
916,800,15.0,1110,4.0
917,700,19.0,1446,6.0
918,1035,34.0,1445,22.0
919,1545,14.0,2308,55.0
920,830,22.0,1650,9.0
921,1745,13.0,2057,10.0
922,2052,16.0,500,4.0
923,1455,44.0,1646,6.0
924,1715,11.0,1905,14.0
925,1710,20.0,1924,8.0
926,722,32.0,919,9.0
927,1146,16.0,1318,4.0
928,1000,24.0,1121,6.0
929,1230,12.0,1439,7.0
930,1010,21.0,1205,5.0
931,1445,29.0,1613,5.0
932,1140,19.0,1301,5.0
933,1550,22.0,1714,12.0
934,620,15.0,734,10.0
935,1043,15.0,1242,8.0
936,830,24.0,1018,4.0
937,820,27.0,948,11.0
938,1749,15.0,1859,2.0
939,1940,13.0,2059,11.0
940,1515,11.0,1716,10.0
941,1305,15.0,1449,8.0
942,1659,15.0,2001,6.0
943,1510,19.0,1634,6.0
944,759,23.0,857,5.0
945,924,26.0,1034,7.0
946,1825,18.0,1938,4.0
947,1530,14.0,1641,9.0
948,1345,20.0,1457,5.0
949,750,33.0,1115,7.0
950,1100,27.0,1644,4.0
951,1855,13.0,2124,5.0
952,1010,12.0,1254,4.0
953,1635,17.0,1937,8.0
954,1902,18.0,2106,3.0
955,2010,18.0,2205,7.0
956,630,29.0,925,3.0
957,1900,31.0,2029,7.0
958,1330,27.0,1618,11.0
959,1420,17.0,1644,6.0
960,1806,19.0,2137,8.0
961,1636,25.0,1805,32.0
962,934,11.0,1045,20.0
963,1235,16.0,1434,8.0
964,1755,18.0,1924,5.0
965,1105,23.0,1204,3.0
966,720,27.0,830,12.0
967,1915,36.0,2144,7.0
968,1335,27.0,1449,14.0
969,1716,16.0,1820,4.0
970,1805,19.0,2117,9.0
971,1720,18.0,1830,32.0
972,1805,8.0,1920,18.0
973,1235,26.0,1543,4.0
974,730,36.0,1146,4.0
975,705,24.0,855,9.0
976,1835,11.0,2112,9.0
977,540,12.0,747,25.0
978,859,15.0,916,6.0
979,800,15.0,935,38.0
980,1655,21.0,1925,14.0
981,500,16.0,756,9.0
982,757,24.0,922,19.0
983,915,16.0,1339,5.0
984,1434,25.0,1750,14.0
985,1335,15.0,1435,4.0
986,1520,12.0,1632,3.0
987,845,16.0,1208,11.0
988,1055,15.0,1550,10.0
989,2347,33.0,704,11.0
990,1240,17.0,1656,3.0
991,1430,25.0,1549,6.0
992,1952,12.0,2358,9.0
993,1635,10.0,1856,10.0
994,1900,21.0,2204,12.0
995,600,37.0,856,6.0
996,1235,13.0,1538,5.0
997,1625,16.0,1758,14.0
998,1030,23.0,1344,9.0
999,830,21.0,1148,11.0
1000,1420,14.0,1549,5.0
1001,825,21.0,1329,7.0
1002,1759,15.0,2117,9.0
1003,540,12.0,656,7.0
1004,645,13.0,737,9.0
1005,30,13.0,751,7.0
1006,615,13.0,811,10.0
1007,40,14.0,813,7.0
1008,608,14.0,829,13.0
1009,645,14.0,813,6.0
1010,600,15.0,820,9.0
1011,620,15.0,831,8.0
1012,2330,11.0,650,16.0
1013,600,20.0,840,9.0
1014,600,14.0,903,9.0
1015,600,42.0,831,5.0
1016,635,15.0,829,8.0
1017,600,29.0,858,9.0
1018,630,14.0,918,6.0
1019,700,13.0,910,9.0
1020,730,12.0,916,9.0
1021,615,18.0,833,6.0
1022,600,12.0,900,10.0
1023,630,27.0,857,6.0
1024,630,12.0,833,5.0
1025,700,15.0,942,4.0
1026,700,34.0,937,6.0
1027,815,18.0,952,8.0
1028,751,30.0,919,4.0
1029,800,16.0,927,6.0
1030,645,10.0,948,11.0
1031,2138,14.0,118,6.0
1032,900,18.0,1025,5.0
1033,1856,12.0,2037,6.0
1034,1615,21.0,1821,8.0
1035,930,12.0,1218,6.0
1036,1634,10.0,1858,13.0
1037,1342,17.0,1559,15.0
1038,1900,15.0,2237,9.0
1039,2327,19.0,555,17.0
1040,1140,15.0,1305,6.0
1041,720,51.0,1036,20.0
1042,2025,10.0,2304,6.0
1043,700,28.0,955,6.0
1044,1559,14.0,1718,7.0
1045,830,27.0,1212,5.0
1046,2145,15.0,138,3.0
1047,250,13.0,455,3.0
1048,1801,11.0,2058,4.0
1049,847,28.0,1123,5.0
1050,807,24.0,1047,13.0
1051,1127,16.0,1337,8.0
1052,2031,8.0,2135,3.0
1053,1657,12.0,1805,6.0
1054,1631,25.0,1753,9.0
1055,1203,25.0,1322,7.0
1056,1302,8.0,1432,28.0
1057,950,23.0,1145,6.0
1058,1220,11.0,1355,9.0
1059,1055,19.0,1337,4.0
1060,600,23.0,848,18.0
1061,2359,16.0,443,7.0
1062,700,12.0,1002,6.0
1063,600,23.0,904,10.0
1064,1746,43.0,2101,6.0
1065,2141,24.0,26,6.0
1066,2350,15.0,815,18.0
1067,1332,11.0,1549,3.0
1068,1024,8.0,1248,7.0
1069,1635,30.0,2004,11.0
1070,1332,17.0,1624,16.0
1071,1748,14.0,2030,5.0
1072,1130,12.0,1431,3.0
1073,1110,15.0,1408,4.0
1074,1646,14.0,1921,3.0
1075,825,12.0,1106,5.0
1076,1141,13.0,1358,2.0
1077,2112,35.0,2317,6.0
1078,1330,13.0,1608,3.0
1079,2021,11.0,2324,8.0
1080,1858,19.0,2150,11.0
1081,730,21.0,1027,7.0
1082,2230,35.0,2350,4.0
1083,704,19.0,1025,29.0
1084,1810,17.0,1948,5.0
1085,2220,9.0,2349,4.0
1086,606,13.0,835,18.0
1087,1253,7.0,1539,12.0
1088,745,12.0,945,8.0
1089,815,21.0,1004,16.0
1090,2205,8.0,2335,2.0
1091,1125,25.0,1228,6.0
1092,1300,10.0,1545,8.0
1093,610,52.0,742,4.0
1094,600,10.0,706,11.0
1095,640,7.0,847,27.0
1096,725,10.0,854,4.0
1097,1630,12.0,1723,4.0
1098,2030,20.0,2228,6.0
1099,745,12.0,848,4.0
1100,918,8.0,1048,12.0
1101,1915,25.0,2105,15.0
1102,1855,7.0,2228,62.0
1103,1115,24.0,1310,8.0
1104,1630,45.0,1825,5.0
1105,1635,9.0,1805,10.0
1106,635,9.0,847,11.0
1107,535,16.0,700,8.0
1108,2200,11.0,2305,5.0
1109,1910,13.0,2145,7.0
1110,530,11.0,820,8.0
1111,805,12.0,909,20.0
1112,2159,10.0,2259,17.0
1113,1640,9.0,1932,14.0
1114,1759,9.0,1906,3.0
1115,1956,16.0,2244,7.0
1116,1253,11.0,1550,7.0
1117,2106,17.0,2357,10.0
1118,2021,31.0,2319,3.0
1119,830,9.0,1100,9.0
1120,2300,17.0,624,30.0
1121,1145,12.0,1449,16.0
1122,630,12.0,933,7.0
1123,2010,11.0,2226,30.0
1124,2259,12.0,616,15.0
1125,2025,19.0,2315,11.0
1126,1933,10.0,2108,5.0
1127,2159,15.0,2330,5.0
1128,630,10.0,1040,8.0
1129,1229,15.0,1409,9.0
1130,2015,10.0,2156,12.0
1131,806,12.0,1226,13.0
1132,1835,8.0,1931,6.0
1133,1642,25.0,1750,9.0
1134,2022,23.0,2146,12.0
1135,2103,13.0,2355,18.0
1136,2055,32.0,39,6.0
1137,730,24.0,1125,3.0
1138,1001,13.0,1140,15.0
1139,2120,25.0,2355,7.0
1140,1936,21.0,2342,3.0
1141,1714,14.0,2032,8.0
1142,1515,12.0,1718,4.0
1143,1740,20.0,2147,8.0
1144,700,25.0,831,5.0
1145,1750,27.0,2132,8.0
1146,1542,16.0,2039,9.0
1147,802,12.0,1020,9.0
1148,901,24.0,1240,4.0
1149,1445,17.0,1750,16.0
1150,1914,10.0,2145,4.0
1151,1644,14.0,1844,8.0
1152,735,16.0,940,9.0
1153,1352,13.0,1651,7.0
1154,600,14.0,906,4.0
1155,2159,19.0,120,8.0
1156,838,18.0,1426,3.0
1157,1537,16.0,2128,4.0
1158,1245,15.0,1540,8.0
1159,636,10.0,837,5.0
1160,1214,13.0,1454,6.0
1161,1619,20.0,1850,4.0
1162,845,19.0,1247,3.0
1163,2145,30.0,39,7.0
1164,1450,11.0,1540,5.0
1165,945,13.0,1115,9.0
1166,1836,7.0,2026,6.0
1167,1550,12.0,1859,9.0
1168,1830,10.0,2013,12.0
1169,1440,12.0,1624,7.0
1170,935,10.0,1115,7.0
1171,1935,11.0,2045,10.0
1172,1939,11.0,2059,13.0
1173,2145,24.0,2314,6.0
1174,1202,13.0,1315,4.0
1175,1735,44.0,2014,3.0
1176,1640,24.0,1840,10.0
1177,2030,25.0,2210,11.0
1178,2055,13.0,2155,45.0
1179,2105,23.0,2250,4.0
1180,2120,22.0,2225,5.0
1181,1712,16.0,2033,15.0
1182,1030,10.0,1242,4.0
1183,635,29.0,838,18.0
1184,1950,11.0,2159,14.0
1185,1635,11.0,1710,8.0
1186,1630,10.0,1750,5.0
1187,1345,9.0,1450,19.0
1188,1840,17.0,2045,8.0
1189,1145,14.0,1340,10.0
1190,733,30.0,957,6.0
1191,935,11.0,1340,6.0
1192,1630,18.0,2146,12.0
1193,1240,12.0,1528,10.0
1194,1855,23.0,2000,6.0
1195,720,23.0,1011,41.0
1196,2305,17.0,609,7.0
1197,950,21.0,1710,5.0
1198,715,14.0,1019,25.0
1199,500,12.0,748,4.0
1200,1630,15.0,1930,7.0
1201,1430,12.0,1535,8.0
1202,1919,10.0,2215,8.0
1203,1859,10.0,2034,19.0
1204,1329,16.0,2126,13.0
1205,1540,9.0,1829,10.0
1206,910,18.0,1214,4.0
1207,2356,28.0,809,6.0
1208,1455,10.0,1839,4.0
1209,1925,9.0,2209,5.0
1210,1525,11.0,1811,3.0
1211,1855,14.0,2108,13.0
1212,735,14.0,931,3.0
1213,1021,19.0,1226,6.0
1214,659,14.0,938,3.0
1215,1033,12.0,1254,7.0
1216,2111,10.0,2206,6.0
1217,1720,12.0,2003,19.0
1218,1800,30.0,1930,13.0
1219,2015,15.0,2120,10.0
1220,2205,23.0,520,10.0
1221,700,12.0,1430,7.0
1222,2001,14.0,2020,4.0
1223,700,14.0,1008,8.0
1224,1030,27.0,1751,6.0
1225,825,21.0,1244,5.0
1226,2041,41.0,2228,7.0
1227,1759,13.0,2001,10.0
1228,1215,15.0,1415,23.0
1229,1530,11.0,1939,4.0
1230,1715,34.0,2255,7.0
1231,600,13.0,806,7.0
1232,610,13.0,724,9.0
1233,2326,30.0,605,8.0
1234,1745,13.0,2034,3.0
1235,1759,10.0,1945,4.0
1236,1620,15.0,1824,6.0
1237,2125,19.0,2245,7.0
1238,2230,12.0,20,4.0
1239,1248,17.0,1430,6.0
1240,1510,19.0,1714,7.0
1241,1339,10.0,1700,6.0
1242,1115,11.0,1259,6.0
1243,1750,6.0,2329,19.0
1244,945,10.0,1124,4.0
1245,710,44.0,902,5.0
1246,600,14.0,812,6.0
1247,1355,62.0,1508,5.0
1248,1350,9.0,1534,9.0
1249,1010,6.0,1027,5.0
1250,1355,69.0,1646,8.0
1251,1430,8.0,1600,6.0
1252,1725,65.0,1846,12.0
1253,535,31.0,650,24.0
1254,835,17.0,945,3.0
1255,1405,40.0,1650,3.0
1256,600,36.0,622,7.0
1257,730,10.0,938,4.0
1258,1345,47.0,1500,4.0
1259,1925,25.0,2042,4.0
1260,1040,13.0,1135,3.0
1261,900,17.0,1005,4.0
1262,650,31.0,759,12.0
1263,1045,11.0,1111,5.0
1264,1530,13.0,1655,7.0
1265,858,12.0,1005,4.0
1266,1205,11.0,1305,9.0
1267,1555,34.0,1656,6.0
1268,1130,32.0,1238,10.0
1269,600,25.0,615,11.0
1270,920,20.0,1037,5.0
1271,1443,15.0,1612,8.0
1272,1015,8.0,1129,12.0
1273,954,13.0,1236,3.0
1274,1645,15.0,1745,6.0
1275,1825,24.0,2141,5.0
1276,1329,14.0,1514,7.0
1277,1555,60.0,1742,10.0
1278,1215,9.0,1327,4.0
1279,1400,42.0,1520,12.0
1280,1105,17.0,1208,5.0
1281,1235,9.0,1344,4.0
1282,1215,15.0,1304,5.0
1283,1330,15.0,1426,32.0
1284,1327,23.0,1730,8.0
1285,1015,11.0,1234,3.0
1286,800,17.0,1130,11.0
1287,815,8.0,915,9.0
1288,620,24.0,748,11.0
1289,713,10.0,744,8.0
1290,820,13.0,1058,8.0
1291,1128,16.0,1241,15.0
1292,1010,19.0,1140,3.0
1293,1219,14.0,1540,14.0
1294,2045,12.0,2217,6.0
1295,1645,12.0,1807,5.0
1296,1834,11.0,2005,10.0
1297,1115,17.0,1357,4.0
1298,1430,10.0,1715,6.0
1299,840,22.0,1012,19.0
1300,612,8.0,730,8.0
1301,1654,49.0,1913,19.0
1302,655,7.0,752,9.0
1303,800,12.0,948,20.0
1304,1230,15.0,1534,3.0
1305,710,20.0,855,4.0
1306,515,12.0,615,18.0
1307,2220,18.0,2336,3.0
1308,500,9.0,630,12.0
1309,1855,13.0,1952,4.0
1310,1200,11.0,1436,6.0
1311,1521,32.0,1616,12.0
1312,1024,11.0,1145,4.0
1313,835,17.0,955,6.0
1314,705,15.0,1107,8.0
1315,1625,16.0,1739,3.0
1316,1815,13.0,1940,17.0
1317,2235,13.0,2359,4.0
1318,2050,21.0,2359,12.0
1319,1705,53.0,1859,3.0
1320,1711,18.0,1909,13.0
1321,855,13.0,1010,10.0
1322,1040,12.0,1205,13.0
1323,705,11.0,938,9.0
1324,720,15.0,837,4.0
1325,1935,27.0,2205,9.0
1326,1205,29.0,1543,4.0
1327,1635,15.0,1836,35.0
1328,1100,14.0,1417,4.0
1329,1129,17.0,1256,8.0
1330,700,14.0,909,16.0
1331,1110,20.0,1228,8.0
1332,1505,16.0,2127,7.0
1333,1049,12.0,1214,25.0
1334,1057,12.0,1402,9.0
1335,1518,39.0,1843,16.0
1336,1020,23.0,1311,6.0
1337,925,15.0,1519,11.0
1338,2344,16.0,540,7.0
1339,600,16.0,944,8.0
1340,1955,13.0,2111,15.0
1341,1210,13.0,1506,5.0
1342,2030,20.0,2229,10.0
1343,1615,21.0,2121,12.0
1344,1341,12.0,1728,5.0
1345,1035,18.0,1255,6.0
1346,1110,17.0,1434,9.0
1347,1715,15.0,2102,16.0
1348,1115,10.0,1553,11.0
1349,1216,12.0,1529,12.0
1350,1609,12.0,1810,10.0
1351,920,13.0,1038,3.0
1352,1750,20.0,2026,6.0
1353,1759,15.0,2117,17.0
1354,1740,14.0,2155,5.0
1355,1300,15.0,1617,5.0
1356,2045,17.0,2301,9.0
1357,1845,14.0,2141,2.0
1358,630,11.0,1109,13.0
1359,2120,22.0,20,31.0
1360,700,16.0,1105,39.0
1361,1636,31.0,1838,6.0
1362,1949,16.0,2120,9.0
1363,1453,14.0,1840,13.0
1364,1710,27.0,1955,6.0
1365,805,22.0,1025,7.0
1366,1640,47.0,1911,14.0
1367,910,17.0,1030,3.0
1368,1955,11.0,2145,4.0
1369,1635,15.0,1854,7.0
1370,2035,32.0,2209,7.0
1371,2015,20.0,2307,38.0
1372,600,14.0,903,8.0
1373,1524,21.0,1814,6.0
1374,1230,15.0,1443,3.0
1375,1535,12.0,1906,6.0
1376,1530,13.0,1722,9.0
1377,700,34.0,1231,6.0
1378,825,14.0,1059,8.0
1379,625,17.0,935,14.0
1380,1510,23.0,1646,9.0
1381,1425,12.0,1809,9.0
1382,1548,11.0,1749,3.0
1383,1340,14.0,1440,5.0
1384,1640,15.0,1831,12.0
1385,940,19.0,1137,9.0
1386,1055,28.0,1203,5.0
1387,745,25.0,910,5.0
1388,530,18.0,842,9.0
1389,1555,24.0,1819,8.0
1390,1815,22.0,1958,16.0
1391,1119,26.0,1305,3.0
1392,825,20.0,855,6.0
1393,1805,17.0,2004,2.0
1394,855,36.0,1221,3.0
1395,2245,33.0,2359,2.0
1396,530,17.0,910,9.0
1397,1155,22.0,1449,23.0
1398,950,18.0,1457,5.0
1399,945,13.0,1304,3.0
1400,810,31.0,1111,4.0
1401,935,16.0,1234,5.0
1402,1335,23.0,1446,6.0
1403,1547,11.0,1920,39.0
1404,825,26.0,1409,4.0
1405,735,17.0,925,4.0
1406,2010,13.0,2145,6.0
1407,600,13.0,725,5.0
1408,2025,10.0,2303,5.0
1409,1745,15.0,2023,16.0
1410,1000,13.0,1234,6.0
1411,2026,24.0,2200,11.0
1412,1521,8.0,1745,6.0
1413,1825,11.0,2127,10.0
1414,1620,11.0,1659,3.0
1415,1739,24.0,2019,13.0
1416,810,14.0,925,5.0
1417,1005,11.0,1305,8.0
1418,730,16.0,1021,6.0
1419,600,36.0,857,8.0
1420,1455,14.0,1625,8.0
1421,1730,21.0,1912,13.0
1422,1730,15.0,1940,7.0
1423,1530,10.0,1658,4.0
1424,1905,13.0,2015,5.0
1425,815,60.0,1040,6.0
1426,610,25.0,1115,6.0
1427,2210,14.0,516,8.0
1428,631,11.0,1205,4.0
1429,1906,12.0,2030,7.0
1430,510,11.0,919,2.0
1431,855,11.0,952,7.0
1432,1027,21.0,1319,7.0
1433,820,40.0,1030,6.0
1434,1905,14.0,2116,12.0
1435,2228,11.0,2355,3.0
1436,805,11.0,1058,11.0
1437,1834,13.0,2050,3.0
1438,720,72.0,1035,3.0
1439,1130,9.0,1426,8.0
1440,530,12.0,650,5.0
1441,1215,8.0,1336,7.0
1442,1416,17.0,1545,9.0
1443,1944,16.0,1955,10.0
1444,2145,20.0,2145,2.0
1445,825,35.0,1215,5.0
1446,2037,14.0,2208,8.0
1447,1833,20.0,2107,13.0
1448,1900,12.0,2025,8.0
1449,1403,23.0,1535,5.0
1450,1109,9.0,1240,7.0
1451,1320,14.0,1620,10.0
1452,1341,14.0,1348,3.0
1453,1428,22.0,1642,8.0
1454,725,27.0,845,11.0
1455,2030,20.0,2142,3.0
1456,1958,12.0,1955,3.0
1457,2020,12.0,2200,4.0
1458,1315,21.0,1603,7.0
1459,1130,22.0,1228,15.0
1460,1007,28.0,1130,10.0
1461,2035,32.0,2343,8.0
1462,1337,13.0,1340,3.0
1463,1405,15.0,1608,14.0
1464,700,72.0,759,3.0
1465,2000,19.0,2148,6.0
1466,2210,18.0,2356,3.0
1467,1025,12.0,1300,5.0
1468,859,32.0,947,4.0
1469,955,42.0,1031,3.0
1470,1056,13.0,1315,8.0
1471,1026,20.0,1051,4.0
1472,1116,34.0,1342,13.0
1473,1422,10.0,1533,5.0
1474,1245,11.0,1357,4.0
1475,1053,19.0,1209,5.0
1476,900,11.0,1022,4.0
1477,1320,12.0,1242,6.0
1478,959,14.0,1242,4.0
1479,1933,11.0,2205,4.0
1480,500,27.0,610,6.0
1481,1100,17.0,1058,3.0
1482,1123,20.0,1327,12.0
1483,1842,10.0,1858,7.0
1484,1440,15.0,1831,5.0
1485,1140,15.0,1401,4.0
1486,900,10.0,1005,8.0
1487,1730,9.0,1830,5.0
1488,1200,8.0,1300,6.0
1489,740,12.0,845,7.0
1490,2055,8.0,2200,5.0
1491,1850,8.0,1955,5.0
1492,1315,11.0,1650,12.0
1493,910,11.0,1000,3.0
1494,1650,10.0,1735,2.0
1495,1240,8.0,1325,2.0
1496,2045,12.0,2130,3.0
1497,1500,7.0,1835,4.0
1498,920,7.0,1255,2.0
1499,700,10.0,810,11.0
1500,730,9.0,835,5.0
1501,800,12.0,905,15.0
1502,900,11.0,1010,3.0
1503,1100,10.0,1210,3.0
1504,1230,7.0,1340,21.0
1505,1400,7.0,1505,3.0
1506,1430,6.0,1540,3.0
1507,1500,8.0,1610,3.0
1508,1530,8.0,1640,4.0
1509,1600,13.0,1710,4.0
1510,1630,6.0,1740,2.0
1511,1730,10.0,1840,3.0
1512,1800,9.0,1910,3.0
1513,1900,11.0,2005,2.0
1514,2000,13.0,2105,3.0
1515,651,21.0,851,11.0
1516,1835,16.0,2146,9.0
1517,1355,14.0,1912,6.0
1518,2030,6.0,2211,5.0
1519,830,11.0,1608,17.0
1520,1145,10.0,1526,12.0
1521,910,12.0,1103,67.0
1522,1350,19.0,1943,7.0
1523,1405,14.0,1738,4.0
1524,1130,13.0,1328,8.0
1525,1839,13.0,2158,8.0
1526,1050,15.0,1432,4.0
1527,600,14.0,1113,12.0
1528,2010,16.0,2253,10.0
1529,1220,19.0,1440,7.0
1530,1525,13.0,1801,6.0
1531,705,16.0,945,7.0
1532,1208,13.0,1340,7.0
1533,1845,18.0,1954,6.0
1534,1735,17.0,2002,14.0
1535,550,16.0,805,8.0
1536,1840,46.0,1955,4.0
1537,1910,25.0,2057,10.0
1538,1445,15.0,1806,9.0
1539,1850,25.0,2350,6.0
1540,1305,17.0,1637,7.0
1541,1735,10.0,1941,22.0
1542,757,12.0,855,6.0
1543,1437,10.0,2200,9.0
1544,1927,22.0,125,4.0
1545,1840,20.0,2303,11.0
1546,957,13.0,1455,6.0
1547,1420,31.0,1748,3.0
1548,1739,17.0,1958,7.0
1549,750,21.0,914,15.0
1550,830,20.0,1142,11.0
1551,845,53.0,1057,4.0
1552,2329,17.0,735,4.0
1553,1425,10.0,1626,5.0
1554,1546,15.0,1925,24.0
1555,1102,21.0,1447,3.0
1556,2005,11.0,2154,3.0
1557,1805,19.0,2121,5.0
1558,1925,26.0,2058,2.0
1559,1529,16.0,1711,19.0
1560,700,15.0,807,6.0
1561,2108,15.0,2240,4.0
1562,1550,44.0,1856,12.0
1563,735,27.0,1055,5.0
1564,1830,28.0,2008,2.0
1565,745,14.0,1113,8.0
1566,2053,21.0,2227,5.0
1567,1742,29.0,1903,10.0
1568,1930,25.0,2242,5.0
1569,700,12.0,1144,4.0
1570,1707,18.0,1823,4.0
1571,1848,13.0,2000,5.0
1572,1809,26.0,1952,4.0
1573,1150,7.0,1320,7.0
1574,1945,10.0,2110,7.0
1575,825,9.0,1025,20.0
1576,600,17.0,841,8.0
1577,1444,14.0,1644,6.0
1578,1720,9.0,1833,6.0
1579,2000,12.0,2131,6.0
1580,1202,9.0,1520,12.0
1581,1015,17.0,1131,6.0
1582,1804,45.0,1943,4.0
1583,1027,8.0,1203,2.0
1584,1235,10.0,1422,3.0
1585,1705,7.0,1825,4.0
1586,1459,15.0,1629,6.0
1587,1035,5.0,1202,5.0
1588,818,16.0,952,3.0
1589,1155,17.0,1332,7.0
1590,1357,10.0,1530,7.0
1591,1125,14.0,1323,4.0
1592,1353,7.0,1723,6.0
1593,1754,11.0,1924,5.0
1594,1430,15.0,1520,5.0
1595,1055,12.0,1315,4.0
1596,910,39.0,1010,8.0
1597,1039,20.0,1138,11.0
1598,2020,23.0,2204,2.0
1599,1822,14.0,1937,5.0
1600,2007,13.0,2129,5.0
1601,1000,18.0,1137,4.0
1602,1230,12.0,1406,14.0
1603,1149,19.0,1245,11.0
1604,845,39.0,1117,3.0
1605,1000,33.0,1115,4.0
1606,1145,12.0,1305,7.0
1607,905,35.0,1001,4.0
1608,1027,9.0,1128,16.0
1609,1600,13.0,1716,4.0
1610,1741,14.0,1915,18.0
1611,550,12.0,740,7.0
1612,1430,11.0,1519,1.0
1613,1544,19.0,1641,3.0
1614,1930,20.0,2217,4.0
1615,2045,16.0,2140,12.0
1616,1639,9.0,1740,13.0
1617,1515,16.0,1609,2.0
1618,1340,21.0,1427,10.0
1619,659,15.0,804,12.0
1620,1240,12.0,1449,3.0
1621,1700,9.0,1812,8.0
1622,2205,16.0,2357,5.0
1623,1410,11.0,1620,6.0
1624,935,18.0,1335,5.0
1625,1130,15.0,1242,6.0
1626,1044,22.0,1203,7.0
1627,825,30.0,900,5.0
1628,935,10.0,1159,10.0
1629,1535,11.0,1604,6.0
1630,1640,17.0,1857,8.0
1631,951,35.0,1103,13.0
1632,820,21.0,926,3.0
1633,1754,18.0,1945,5.0
1634,1353,28.0,1719,5.0
1635,1742,17.0,1850,5.0
1636,550,39.0,752,8.0
1637,1105,15.0,1248,15.0
1638,854,31.0,1106,4.0
1639,1141,22.0,1350,7.0
1640,650,10.0,949,8.0
1641,1300,25.0,1600,5.0
1642,1945,18.0,2156,8.0
1643,925,17.0,1202,6.0
1644,1315,23.0,1405,16.0
1645,2200,20.0,2312,18.0
1646,1500,21.0,1617,6.0
1647,1309,21.0,1425,6.0
1648,1020,16.0,1126,4.0
1649,1830,27.0,2045,9.0
1650,1442,17.0,1624,3.0
1651,905,35.0,1315,11.0
1652,1315,23.0,1723,10.0
1653,830,16.0,1051,15.0
1654,1502,9.0,1721,12.0
1655,627,16.0,844,5.0
1656,1440,9.0,1609,3.0
1657,700,13.0,843,9.0
1658,1520,13.0,1703,3.0
1659,715,9.0,1047,11.0
1660,1208,11.0,1533,9.0
1661,1457,14.0,1825,6.0
1662,1945,10.0,2114,7.0
1663,715,24.0,859,28.0
1664,530,25.0,753,8.0
1665,554,66.0,745,5.0
1666,600,12.0,753,16.0
1667,600,16.0,734,7.0
1668,600,43.0,726,6.0
1669,545,23.0,915,8.0
1670,600,48.0,744,4.0
1671,700,26.0,825,8.0
1672,800,12.0,951,4.0
1673,917,12.0,1100,10.0
1674,505,16.0,620,10.0
1675,2143,18.0,2245,3.0
1676,1205,17.0,1344,2.0
1677,1704,17.0,1845,10.0
1678,810,16.0,929,2.0
1679,954,10.0,1118,15.0
1680,1109,15.0,1401,9.0
1681,1641,13.0,1919,15.0
1682,1325,19.0,1454,5.0
1683,1015,22.0,1305,4.0
1684,815,16.0,923,5.0
1685,949,20.0,1100,10.0
1686,2110,3.0,2215,2.0
1687,1245,11.0,1503,5.0
1688,1429,30.0,1602,3.0
1689,1530,24.0,1702,8.0
1690,1728,21.0,1914,8.0
1691,2153,28.0,2322,17.0
1692,630,12.0,729,7.0
1693,1413,10.0,1524,5.0
1694,1600,13.0,1858,9.0
1695,630,52.0,823,13.0
1696,1509,15.0,1635,4.0
1697,1710,22.0,1858,6.0
1698,1253,11.0,1453,9.0
1699,1010,22.0,1212,4.0
1700,2159,24.0,2313,4.0
1701,818,32.0,952,3.0
1702,1155,16.0,1332,5.0
1703,1357,25.0,1530,12.0
1704,1125,13.0,1323,4.0
1705,1353,11.0,1723,16.0
1706,1754,16.0,1924,5.0
1707,1430,23.0,1520,4.0
1708,1559,12.0,1716,17.0
1709,600,13.0,929,10.0
1710,1140,16.0,1321,3.0
1711,1358,10.0,1714,21.0
1712,535,36.0,653,7.0
1713,1600,14.0,1749,11.0
1714,1310,11.0,1500,6.0
1715,540,9.0,733,23.0
1716,1949,12.0,2105,7.0
1717,704,10.0,829,5.0
1718,1604,11.0,1720,22.0
1719,1815,39.0,1924,4.0
1720,1810,25.0,1940,5.0
1721,1310,23.0,1448,5.0
1722,1519,12.0,1700,9.0
1723,815,9.0,954,8.0
1724,1805,18.0,1910,31.0
1725,1125,23.0,1315,3.0
1726,1345,29.0,1535,9.0
1727,1620,16.0,1828,5.0
1728,1355,15.0,1538,4.0
1729,1608,17.0,1744,4.0
1730,1824,16.0,2029,11.0
1731,1057,23.0,1054,2.0
1732,1135,10.0,1341,6.0
1733,1703,14.0,1818,4.0
1734,1853,11.0,2030,16.0
1735,720,11.0,950,4.0
1736,2225,22.0,544,7.0
1737,600,14.0,845,8.0
1738,625,11.0,747,2.0
1739,1137,11.0,1604,3.0
1740,1227,9.0,1340,4.0
1741,1420,15.0,1545,11.0
1742,1812,13.0,2103,3.0
1743,1425,10.0,1729,5.0
1744,1111,18.0,1254,6.0
1745,837,19.0,1031,9.0
1746,2015,14.0,2359,6.0
1747,1105,13.0,1344,5.0
1748,1205,28.0,1640,5.0
1749,1359,15.0,1524,3.0
